iteration,mg,algorithm,episode_reward,display_reward
1183,2,F-MADRL,-12254.604337575744,-10715.543707404833
1184,2,F-MADRL,-8192.391174988566,-10630.822180473875
1185,2,F-MADRL,-8022.73054719952,-10462.27850821209
1186,2,F-MADRL,-10897.028209675516,-10448.205109744526
1187,2,F-MADRL,-8204.618384264417,-10249.81217398165
1188,2,F-MADRL,-9215.34611853122,-10180.023719333456
1189,2,F-MADRL,-9616.800824354414,-10095.01782147888
1190,2,F-MADRL,-8930.046126796075,-10023.252851102567
1191,2,F-MADRL,-9980.327497802751,-10026.880075585768
1192,2,F-MADRL,-6777.607162942546,-9905.240695340224
1193,2,F-MADRL,-14006.03407967992,-9932.661315376567
1194,2,F-MADRL,-9619.031569504255,-9992.529151033295
1195,2,F-MADRL,-9992.49878048504,-9927.51992080391
1196,2,F-MADRL,-9064.92524876236,-9802.38841144072
1197,2,F-MADRL,-8936.054071359678,-9730.610649426673
1198,2,F-MADRL,-7911.402781650892,-9694.996534874635
1199,2,F-MADRL,-11572.975943728932,-9849.061675655126
1200,2,F-MADRL,-7662.347535669072,-9722.394809413467
1201,2,F-MADRL,-13117.573096643882,-9732.377269116685
1202,2,F-MADRL,-7622.924386964299,-9601.060019497374
1203,2,F-MADRL,-9908.657600107608,-9605.268568495827
1204,2,F-MADRL,-8557.294798965384,-9548.654582477542
1205,2,F-MADRL,-9549.260356670744,-9467.118340209066
1206,2,F-MADRL,-8293.811605068222,-9463.568706112226
1207,2,F-MADRL,-8935.317368086846,-9473.664384299116
1208,2,F-MADRL,-8619.087251428304,-9328.243700853218
1209,2,F-MADRL,-7720.153636096855,-9309.35419929755
1210,2,F-MADRL,-9521.536025169184,-9369.306418416338
1211,2,F-MADRL,-9591.043610914698,-9317.067034465905
1212,2,F-MADRL,-7466.664810475979,-9287.548891514367
1213,2,F-MADRL,-6436.22401881294,-9176.384007525636
1214,2,F-MADRL,-9186.525252677908,-9159.172984658575
1215,2,F-MADRL,-6378.373658435652,-9057.106085924159
1216,2,F-MADRL,-8393.560985680902,-8993.635425439285
1217,2,F-MADRL,-8501.320884898832,-9062.583974317537
1218,2,F-MADRL,-11919.24891691465,-8979.112567806926
1219,2,F-MADRL,-7543.759895563333,-8896.101700849289
1220,2,F-MADRL,-7648.500493462279,-8802.341769368379
1221,2,F-MADRL,-8911.041178404825,-8796.186406554078
1222,2,F-MADRL,-7366.344864067365,-8733.398038262383
1223,2,F-MADRL,-7954.625201810692,-8735.126935068774
1224,2,F-MADRL,-7891.085469348697,-8587.851316093565
1225,2,F-MADRL,-9672.643119163082,-8668.263139433326
1226,2,F-MADRL,-7888.54825520966,-8459.102145775958
1227,2,F-MADRL,-8717.091831403413,-8502.868843553522
1228,2,F-MADRL,-8491.149281780756,-8446.168510820447
1229,2,F-MADRL,-8649.144993503007,-8449.842518601952
1230,2,F-MADRL,-7435.187277601548,-8365.279595439184
1231,2,F-MADRL,-10002.507692980693,-8433.627438955684
1232,2,F-MADRL,-8800.086341679704,-8428.2181978994
1233,2,F-MADRL,-7406.043672473585,-8379.69645474121
1234,2,F-MADRL,-7968.115763488046,-8389.614939836858
1235,2,F-MADRL,-10349.225452429662,-8422.722516927275
1236,2,F-MADRL,-8422.172240472693,-8375.967662109595
1237,2,F-MADRL,-9622.920754586115,-8462.217899874
1238,2,F-MADRL,-9378.698599001767,-8579.916883081554
1239,2,F-MADRL,-7398.369182272237,-8508.390640265327
1240,2,F-MADRL,-7934.40211542855,-8570.631778545043
1241,2,F-MADRL,-10076.145278047365,-8637.935150239702
1242,2,F-MADRL,-7694.747820970773,-8605.67222768258
1243,2,F-MADRL,-6074.924757532653,-8371.899261307299
1244,2,F-MADRL,-9278.8893980061,-8441.304441405011
1245,2,F-MADRL,-7688.784985083222,-8442.91582106985
1246,2,F-MADRL,-9110.954239725492,-8450.912343522674
1247,2,F-MADRL,-7976.125552800848,-8475.303571072014
1248,2,F-MADRL,-8210.23260202957,-8485.52786708077
1249,2,F-MADRL,-7786.036065842876,-8481.325890940538
1250,2,F-MADRL,-9053.004482580867,-8456.540345477248
1251,2,F-MADRL,-6900.330190339395,-8417.011622882437
1252,2,F-MADRL,-8887.084873247375,-8423.811344556196
1253,2,F-MADRL,-7358.0769933714,-8378.488453019821
1254,2,F-MADRL,-7199.801951615882,-8320.514731344338
1255,2,F-MADRL,-6967.609274908846,-8301.811611236628
1256,2,F-MADRL,-5927.356148686794,-8138.805549464872
1257,2,F-MADRL,-8164.729869176839,-8113.391290564757
1258,2,F-MADRL,-6850.896631304861,-8091.185408918009
1259,2,F-MADRL,-7930.963650729453,-8089.699324407665
1260,2,F-MADRL,-8675.831724108233,-8022.763575274808
1261,2,F-MADRL,-7922.743547050387,-8002.786427537916
1262,2,F-MADRL,-7958.153909248633,-7936.195753724417
1263,2,F-MADRL,-7357.360509467751,-7855.3422301430555
1264,2,F-MADRL,-7529.8982196618845,-7860.603391638642
1265,2,F-MADRL,-7976.158916579719,-7862.2736636846885
1266,2,F-MADRL,-7028.721455119196,-7740.376710767562
1267,2,F-MADRL,-8130.500067945004,-7757.806800646532
1268,2,F-MADRL,-5814.856937470789,-7747.404087844056
1269,2,F-MADRL,-9645.189921358016,-7762.056108778133
1270,2,F-MADRL,-8916.008361961138,-7811.14504385325
1271,2,F-MADRL,-10180.78173133139,-7853.9381435174855
1272,2,F-MADRL,-7118.372760658756,-7819.628031831801
1273,2,F-MADRL,-9042.295173512086,-7852.910534691103
1274,2,F-MADRL,-7443.792611651748,-7839.2207965234575
1275,2,F-MADRL,-7770.1150290057085,-7787.905218380452
1276,2,F-MADRL,-9356.741248710065,-7886.161660715277
1277,2,F-MADRL,-9027.043670468778,-7891.760012604134
1278,2,F-MADRL,-7610.148107982708,-7901.842857188587
1279,2,F-MADRL,-7422.111218451777,-7910.735227862023
1280,2,F-MADRL,-10627.941518858308,-8057.148517620001
1281,2,F-MADRL,-6831.1361837105605,-8093.299719020952
1282,2,F-MADRL,-7338.864316958436,-8060.265096932216
1283,2,F-MADRL,-4824.07106825275,-7979.192074410131
1284,2,F-MADRL,-10215.48629193096,-8070.572980058191
1285,2,F-MADRL,-7433.287885423088,-8020.871226510786
1286,2,F-MADRL,-6492.955292144095,-7963.679696314534
1287,2,F-MADRL,-10865.842509184817,-8079.987240311982
1288,2,F-MADRL,-7653.737407542489,-8091.842316234971
1289,2,F-MADRL,-7441.485988652003,-8088.305826994575
1290,2,F-MADRL,-6444.8918579199,-8027.055144648183
1291,2,F-MADRL,-7357.767474431754,-8040.216985420685
1292,2,F-MADRL,-7264.176060261781,-8005.5640251133555
1293,2,F-MADRL,-7485.937709301804,-8072.407255986596
1294,2,F-MADRL,-8942.694933705807,-8044.307456480508
1295,2,F-MADRL,-6970.733842535091,-7966.496475703466
1296,2,F-MADRL,-7006.357594960698,-7839.519510248639
1297,2,F-MADRL,-7231.056296431066,-7844.026851679531
1298,2,F-MADRL,-9242.009555779856,-7852.015426970242
1299,2,F-MADRL,-7535.759424570871,-7855.6940994870065
1300,2,F-MADRL,-6768.155627687218,-7815.615723434266
1301,2,F-MADRL,-10130.048606793967,-7846.548017757624
1302,2,F-MADRL,-8809.989100367855,-7837.865834953586
1303,2,F-MADRL,-10115.73469042606,-7938.0892982513205
1304,2,F-MADRL,-7490.588886642578,-7940.828404978952
1305,2,F-MADRL,-8653.467929321967,-7861.849461397498
1306,2,F-MADRL,-9066.94907504114,-7951.281977050722
1307,2,F-MADRL,-7602.354629479962,-7961.821589551583
1308,2,F-MADRL,-7855.732812947971,-8083.088059339392
1309,2,F-MADRL,-9078.370283461863,-8037.6034190006285
1310,2,F-MADRL,-7718.696086194152,-8049.01974703147
1311,2,F-MADRL,-5856.73178411731,-8023.570806710399
1312,2,F-MADRL,-9080.718917440348,-7952.16586304062
1313,2,F-MADRL,-8007.170021562975,-7966.30316760144
1314,2,F-MADRL,-8150.412550005076,-7994.660230055562
1315,2,F-MADRL,-8140.864616534783,-8062.499140400158
1316,2,F-MADRL,-6564.043681517067,-8030.750188683571
1317,2,F-MADRL,-9611.58606041955,-8124.646588689881
1318,2,F-MADRL,-9003.747684007372,-8185.358987678104
1319,2,F-MADRL,-7409.753465455866,-8124.041328948107
1320,2,F-MADRL,-9255.16618440033,-8215.418622622716
1321,2,F-MADRL,-9983.99998171101,-8334.524318092728
1322,2,F-MADRL,-7481.906092153638,-8344.558309921631
1323,2,F-MADRL,-7833.460200659093,-8288.216335716801
1324,2,F-MADRL,-8078.922917622316,-8309.94287543886
1325,2,F-MADRL,-10690.784668118267,-8466.848037056101
1326,2,F-MADRL,-7390.1614683353455,-8357.252551517755
1327,2,F-MADRL,-10395.887148664166,-8420.688473449607
1328,2,F-MADRL,-6848.351305109905,-8289.993138036962
1329,2,F-MADRL,-8100.547065135631,-8314.391465176685
1330,2,F-MADRL,-9700.195050961454,-8356.260550042263
1331,2,F-MADRL,-9951.394609388728,-8391.638371416168
1332,2,F-MADRL,-7490.222418622709,-8387.153082981877
1333,2,F-MADRL,-10181.841829307765,-8480.197443636269
1334,2,F-MADRL,-7793.104949374996,-8428.786830272793
1335,2,F-MADRL,-7419.619350677667,-8416.823760852136
1336,2,F-MADRL,-7202.521119379574,-8470.655334262625
1337,2,F-MADRL,-7265.907163540622,-8398.062864106636
1338,2,F-MADRL,-8948.534157533804,-8435.71742954547
1339,2,F-MADRL,-8480.25474622257,-8448.91111739417
1340,2,F-MADRL,-8658.536770842089,-8469.618003566462
1341,2,F-MADRL,-7939.9712495788945,-8524.655106288936
1342,2,F-MADRL,-6548.269183321669,-8402.122431205018
1343,2,F-MADRL,-7077.859454884345,-8325.086902040097
1344,2,F-MADRL,-9502.24600465086,-8408.786603607898
1345,2,F-MADRL,-7740.971016587651,-8348.218796895391
1346,2,F-MADRL,-7393.844682211788,-8244.612584915421
1347,2,F-MADRL,-8654.03742702777,-8291.497838310388
1348,2,F-MADRL,-7290.699804384772,-8269.787422459414
1349,2,F-MADRL,-7937.421116876826,-8264.127350429595
1350,2,F-MADRL,-8741.288906333988,-8186.147519958223
1351,2,F-MADRL,-7767.569875441979,-8201.243856242489
1352,2,F-MADRL,-7185.549769432673,-8072.83036107323
1353,2,F-MADRL,-8784.297102932826,-8150.2681929861465
1354,2,F-MADRL,-8595.756761310931,-8170.076580833157
1355,2,F-MADRL,-7582.228949071345,-8085.357936757553
1356,2,F-MADRL,-8590.010119365128,-8030.90255715661
1357,2,F-MADRL,-9526.851792217352,-8112.367732100396
1358,2,F-MADRL,-7173.030237397948,-7992.015268424002
1359,2,F-MADRL,-8887.56083959534,-8035.7935040328175
1360,2,F-MADRL,-6976.644321606473,-8018.074502869969
1361,2,F-MADRL,-8359.665066116993,-8064.360260739465
1362,2,F-MADRL,-8592.204260329943,-8117.412144611039
1363,2,F-MADRL,-9927.393340920522,-8156.566511946507
1364,2,F-MADRL,-7557.748691266456,-8119.6662697482625
1365,2,F-MADRL,-7578.616580851469,-8076.469462148638
1366,2,F-MADRL,-7223.464865366322,-8047.809206780134
1367,2,F-MADRL,-7850.113972428137,-8099.882998344394
1368,2,F-MADRL,-8448.292639020437,-8154.700325709838
1369,2,F-MADRL,-7862.998702555151,-8089.13043362601
1370,2,F-MADRL,-8927.167148794742,-8136.578278914292
1371,2,F-MADRL,-9548.903074755255,-8222.780614616031
1372,2,F-MADRL,-9210.754988864112,-8245.049317089484
1373,2,F-MADRL,-8073.219080939854,-8276.350088151688
1374,2,F-MADRL,-6603.544569563211,-8222.995026259143
1375,2,F-MADRL,-6964.869509245631,-8151.93825037561
1376,2,F-MADRL,-7412.303780482973,-8137.727606577249
1377,2,F-MADRL,-6903.312849212615,-8126.438129768446
1378,2,F-MADRL,-5808.409196201663,-8007.402613499199
1379,2,F-MADRL,-8608.827673615404,-8007.9254499913795
1380,2,F-MADRL,-7181.878082916211,-7991.911415345174
1381,2,F-MADRL,-7506.924988180462,-7948.5880100977865
1382,2,F-MADRL,-6941.1913831039,-7845.161593733248
1383,2,F-MADRL,-6163.273492681881,-7804.771323944606
1384,2,F-MADRL,-8680.961344325548,-7796.5073441338145
1385,2,F-MADRL,-8708.711374787454,-7865.790026261053
1386,2,F-MADRL,-7812.152865732518,-7843.889538245675
1387,2,F-MADRL,-8202.216055380875,-7828.290010047712
1388,2,F-MADRL,-6721.25274601998,-7700.0443862516895
1389,2,F-MADRL,-7144.735947988298,-7683.523876520564
1390,2,F-MADRL,-7731.988448096118,-7689.658751210349
1391,2,F-MADRL,-7381.99459080939,-7695.999940228072
1392,2,F-MADRL,-6770.757788885057,-7652.825692886349
1393,2,F-MADRL,-8340.360457793857,-7648.508405637287
1394,2,F-MADRL,-8236.504485463824,-7663.448636953633
1395,2,F-MADRL,-7709.900839711816,-7614.7579845903165
1396,2,F-MADRL,-6715.693828807016,-7501.429614752386
1397,2,F-MADRL,-8502.92369412773,-7473.116362962933
1398,2,F-MADRL,-8649.56622663587,-7496.170248790772
1399,2,F-MADRL,-7015.337090935052,-7512.6419496456465
1400,2,F-MADRL,-8104.960533763045,-7558.245590626342
1401,2,F-MADRL,-8063.048519923793,-7584.275380203975
1402,2,F-MADRL,-8242.327029312317,-7637.835947407963
1403,2,F-MADRL,-6957.091971682003,-7683.783258427176
1404,2,F-MADRL,-9206.889680380587,-7707.705738697784
1405,2,F-MADRL,-7618.894369098299,-7725.186390145068
1406,2,F-MADRL,-6944.0835816053495,-7702.672733882064
1407,2,F-MADRL,-8194.169477233201,-7752.791857647236
1408,2,F-MADRL,-8000.491766194405,-7826.280588587737
1409,2,F-MADRL,-8459.140960258115,-7817.407773225039
1410,2,F-MADRL,-9721.478766235585,-7857.918468882965
1411,2,F-MADRL,-8310.70171377542,-7877.860422804681
1412,2,F-MADRL,-7808.377607005406,-7862.1068848696605
1413,2,F-MADRL,-7067.60577353221,-7875.96100597015
1414,2,F-MADRL,-8570.842627245354,-7933.005273140434
1415,2,F-MADRL,-8362.228553597768,-7958.2148773604995
1416,2,F-MADRL,-8428.211776140712,-8000.063564773752
1417,2,F-MADRL,-7507.218872890542,-8029.52200813397
1418,2,F-MADRL,-7399.463007137252,-7991.886110107706
1419,2,F-MADRL,-8114.280654933309,-7986.997156886487
1420,2,F-MADRL,-7803.601016080877,-7990.745163941249
1421,2,F-MADRL,-8534.472703767335,-8063.496318939661
1422,2,F-MADRL,-7745.904536647235,-8033.215552640441
1423,2,F-MADRL,-7523.54828929522,-7988.174835146816
1424,2,F-MADRL,-7305.328875343383,-7999.774506523148
1425,2,F-MADRL,-8183.438704932187,-8002.913633369914
1426,2,F-MADRL,-9372.977689303883,-8055.310800145118
1427,2,F-MADRL,-7032.839165673821,-8006.931285599579
1428,2,F-MADRL,-7004.809298674134,-8008.839978679263
1429,2,F-MADRL,-8816.121010651994,-7993.20923189012
1430,2,F-MADRL,-7469.890977787351,-7987.249096237681
1431,2,F-MADRL,-6264.648911010814,-7960.0717094139
1432,2,F-MADRL,-7257.964659770107,-7922.623516715376
1433,2,F-MADRL,-6172.67795047471,-7849.5109640865885
1434,2,F-MADRL,-7720.266571363293,-7819.955988530796
1435,2,F-MADRL,-8487.599571251216,-7770.600820731422
1436,2,F-MADRL,-7471.485714629745,-7737.032180765594
1437,2,F-MADRL,-7291.425252779124,-7716.354086596543
1438,2,F-MADRL,-7743.046748145967,-7743.371725581094
1439,2,F-MADRL,-7293.0797343972945,-7692.261209867171
1440,2,F-MADRL,-8010.726642060665,-7678.201133405687
1441,2,F-MADRL,-7588.290763262892,-7644.604292890575
1442,2,F-MADRL,-8524.812150951535,-7685.308024013015
1443,2,F-MADRL,-9284.502188241266,-7760.709591257174
1444,2,F-MADRL,-8327.526169659057,-7769.239411846203
1445,2,F-MADRL,-7895.3121112362205,-7772.907855652418
1446,2,F-MADRL,-7298.450084045179,-7723.4669508635325
1447,2,F-MADRL,-7691.272255417492,-7721.281659614342
1448,2,F-MADRL,-8743.351069710432,-7770.07377083095
1449,2,F-MADRL,-7251.600434297469,-7767.924633189114
1450,2,F-MADRL,-7581.708565387857,-7743.855427607341
1451,2,F-MADRL,-7970.261418245993,-7687.746776765025
1452,2,F-MADRL,-6741.798626128672,-7676.105155183219
1453,2,F-MADRL,-8186.463903007485,-7723.371339356553
1454,2,F-MADRL,-7832.042551875209,-7684.008201005481
1455,2,F-MADRL,-8740.966542956423,-7734.851223612244
1456,2,F-MADRL,-8237.17621715366,-7813.752315857959
1457,2,F-MADRL,-8877.645784196673,-7878.539560835022
1458,2,F-MADRL,-6334.694972664953,-7885.020241722631
1459,2,F-MADRL,-8135.627792882642,-7901.634690583405
1460,2,F-MADRL,-7389.127562629926,-7857.695810238552
1461,2,F-MADRL,-9025.406286510291,-7919.852633113775
1462,2,F-MADRL,-8822.094965239063,-7981.079421612173
1463,2,F-MADRL,-9126.453024639895,-8036.41567267193
1464,2,F-MADRL,-7083.183059668643,-8028.019805682783
1465,2,F-MADRL,-8425.464463264963,-8044.6093185309555
1466,2,F-MADRL,-7550.524045874563,-8043.098649835422
1467,2,F-MADRL,-7751.598027448257,-8012.170084895291
1468,2,F-MADRL,-6979.374471619876,-7919.964976230436
1469,2,F-MADRL,-8155.009512737617,-7913.064309953579
1470,2,F-MADRL,-8084.106936826211,-7920.616102977177
1471,2,F-MADRL,-8214.897588133737,-7957.274003140719
1472,2,F-MADRL,-8333.19219799137,-7982.950800843675
1473,2,F-MADRL,-6699.643032449565,-7901.202479353241
1474,2,F-MADRL,-8056.409020520371,-7933.394822802157
1475,2,F-MADRL,-7586.57187785212,-7933.589355300726
1476,2,F-MADRL,-9565.524570003709,-7997.399881371036
1477,2,F-MADRL,-6925.929804327444,-8004.765128498987
1478,2,F-MADRL,-7750.624338431335,-7987.331545915941
1479,2,F-MADRL,-6884.727413985787,-7949.438940400365
1480,2,F-MADRL,-7703.24030611381,-7907.92989092666
1481,2,F-MADRL,-8269.801967996571,-7909.234920960376
1482,2,F-MADRL,-6253.948671531878,-7804.287036453784
1483,2,F-MADRL,-8449.243061655492,-7888.868960013406
1484,2,F-MADRL,-9048.966027318493,-7925.402489390839
1485,2,F-MADRL,-8291.566922939708,-7961.500063803231
1486,2,F-MADRL,-7426.8698838358305,-7897.558607696253
1487,2,F-MADRL,-7787.67682635437,-7856.181882140864
1488,2,F-MADRL,-9303.485273856331,-7863.263172109521
1489,2,F-MADRL,-7645.782419896494,-7885.767146518637
1490,2,F-MADRL,-7395.088052758343,-7844.552090098371
1491,2,F-MADRL,-9822.054896366488,-7935.413324118048
1492,2,F-MADRL,-8016.774643859261,-7946.020388774487
1493,2,F-MADRL,-7782.050520665595,-7978.1274307363165
1494,2,F-MADRL,-6247.926471934911,-7901.84410910421
1495,2,F-MADRL,-7058.969738021145,-7860.838621152006
1496,2,F-MADRL,-7179.964994894034,-7819.441317422419
1497,2,F-MADRL,-6102.374993859685,-7730.20862925715
1498,2,F-MADRL,-9151.972246097344,-7828.301797803062
1499,2,F-MADRL,-7870.673227829488,-7820.872366095427
1500,2,F-MADRL,-7652.6318120686865,-7823.51476346409
1,2,PPO-MADRL,-8533.644541237487,-8533.644541237487
2,2,PPO-MADRL,-9120.279520990976,-8826.962031114232
3,2,PPO-MADRL,-12081.713893953263,-9911.879318727242
4,2,PPO-MADRL,-10553.299555946402,-10072.234378032032
5,2,PPO-MADRL,-8707.627509019805,-9799.313004229587
6,2,PPO-MADRL,-9689.891088963475,-9781.076018351901
7,2,PPO-MADRL,-11154.52889000854,-9977.283571445707
8,2,PPO-MADRL,-9494.516955732704,-9916.937744481582
9,2,PPO-MADRL,-7012.518627764272,-9594.224509290769
10,2,PPO-MADRL,-10093.60291628142,-9644.162349989834
11,2,PPO-MADRL,-8553.453921294302,-9545.007038290241
12,2,PPO-MADRL,-9803.559433708066,-9566.553071241726
13,2,PPO-MADRL,-10203.121903148249,-9615.519904465305
14,2,PPO-MADRL,-11143.40763970454,-9724.654742696677
15,2,PPO-MADRL,-7688.674912570076,-9588.92275402157
16,2,PPO-MADRL,-9781.871058686727,-9600.982023063145
17,2,PPO-MADRL,-9631.026612783717,-9602.749351870236
18,2,PPO-MADRL,-9747.776825678126,-9610.806433748452
19,2,PPO-MADRL,-9898.568148343287,-9625.95178714818
20,2,PPO-MADRL,-8815.13395154613,-9585.410895368079
21,2,PPO-MADRL,-8509.033995552389,-9534.154852519712
22,2,PPO-MADRL,-9887.917036498771,-9550.234951791486
23,2,PPO-MADRL,-11322.128448991658,-9627.273799495842
24,2,PPO-MADRL,-7800.979292224298,-9551.178195026196
25,2,PPO-MADRL,-9791.615412345487,-9560.795683718967
26,2,PPO-MADRL,-10336.060784681547,-9632.89233345673
27,2,PPO-MADRL,-9300.946823134824,-9640.119025542483
28,2,PPO-MADRL,-11242.135791729794,-9606.535901453544
29,2,PPO-MADRL,-9081.563164808687,-9547.666445808036
30,2,PPO-MADRL,-7533.013371565924,-9500.681880309881
31,2,PPO-MADRL,-10769.82564843717,-9543.879262688828
32,2,PPO-MADRL,-8410.725053652404,-9434.127109234581
33,2,PPO-MADRL,-8590.986138970395,-9397.985876564091
34,2,PPO-MADRL,-8085.202677812889,-9440.893238566036
35,2,PPO-MADRL,-9606.441335642656,-9421.406775340485
36,2,PPO-MADRL,-12306.741582620378,-9571.538281793526
37,2,PPO-MADRL,-10459.983257966209,-9597.795234763853
38,2,PPO-MADRL,-9030.803627791458,-9550.902503749581
39,2,PPO-MADRL,-7996.027661704986,-9425.0073046296
40,2,PPO-MADRL,-6681.438922517559,-9384.717865027498
41,2,PPO-MADRL,-8797.749932621398,-9345.353019984885
42,2,PPO-MADRL,-9001.171554125052,-9320.15881763854
43,2,PPO-MADRL,-10420.94819591927,-9347.085672448186
44,2,PPO-MADRL,-9680.665533689213,-9338.36956786202
45,2,PPO-MADRL,-7684.770038210418,-9293.155011328592
46,2,PPO-MADRL,-8749.125376980606,-9302.758666585722
47,2,PPO-MADRL,-10597.567881321844,-9331.144700378645
48,2,PPO-MADRL,-9153.797870535069,-9244.411477240383
49,2,PPO-MADRL,-7945.32130926483,-9250.185157922002
50,2,PPO-MADRL,-10391.062570029026,-9274.163044229344
51,2,PPO-MADRL,-10332.19031234766,-9274.008225335989
52,2,PPO-MADRL,-7870.501392869601,-9216.79040812538
53,2,PPO-MADRL,-9042.594559794748,-9128.808758847978
54,2,PPO-MADRL,-9468.80529019536,-9144.298443863445
55,2,PPO-MADRL,-10017.25781360433,-9243.66822154498
56,2,PPO-MADRL,-11767.716216537649,-9283.583844269
57,2,PPO-MADRL,-7919.817831415676,-9263.947555379531
58,2,PPO-MADRL,-9438.244452003337,-9297.837887900849
59,2,PPO-MADRL,-10043.246723624356,-9376.159649733307
60,2,PPO-MADRL,-11407.418995209486,-9448.19875611598
